user	item	feature_path
1	1	[403, 66, -142, -987, -961, 12, 133, -304, -544, -150, -2588]
1	3	[-403, 394, 1128]
1	5	[403, 66, -142, -987, 961, -2779, -4441]
1	6	[403, 66, -142, -987, 961, -2779, -4441]
1	7	[403, 66, -142, -987, 961, -2779, -4441]
1	8	[-403, 394, 1128]
1	245	[403, 66, -142, -987, -961, 12, 133, -304, -544, -150, -2588]
1	281	[-403, 394, 1128]
1	187	[403, 66, -142, -987, 961, -2779, -4441]
1	477	[403, 66, -142, -987, -961, 12, 133, -304, -544, -150, -2588]
1	799	[-403, 394, -1128, 6514]
2	331	[1597, -1032, -88, -925]
2	11	[1597, -1032, -88, -925]
2	12	[-1597, 616, -271, -1670, -4529, -5742]
2	334	[-1597, -616, 6055]
2	14	[1597, -1032, -88, -925]
2	15	[1597, -1032, -88, -925]
2	16	[1597, -1032, -88, -925]
2	177	[-1597, 616, -271, -1670, -4529, -5742]
2	1371	[1597, -1032, -88, -925]
3	8	[591, -898, -118, -685, 166, -237]
3	394	[-591, -5903, -4121, -66, -4590, 2352, -51, -685, 5335]
3	17	[-591, -5903, 4121, 14, -2432]
3	145	[591, -898, -118, -685, 166, -237]
3	18	[-591, 5903, -5, -7654]
3	19	[591, -898, -118, -685, 166, -237]
3	20	[-591, -5903, -4121, -66, -4590, -2352, -7186, 4776]
3	21	[-591, -5903, -4121, -66, -4590, 2352, -51, 685]
3	23	[591, -898, -118, -685, 166, -237]
3	25	[-591, -5903, -4121, -66, -4590, -2352, 7186]
3	26	[-591, -5903, -4121, -66, -4590, -2352, -7186, -4776, 5332, -1096]
3	668	[-591, -5903, -4121, -66, 4590]
3	28	[591, -898, -118, -685, -166, 3309]
3	29	[-591, 5903, -5, -7654]
3	30	[591, -898, -118, -685, -166, -3309, 2326]
3	31	[-591, -5903, 4121, 14, -2432]
3	32	[591, -898, -118, -685, -166, 3309]
3	455	[-591, 5903, -5, -7654]
3	459	[-591, -5903, -4121, -66, -4590, 2352, -51, 685]
3	1365	[-591, -5903, -4121, 66, 795]
3	353	[-591, -5903, 4121, 14, -2432]
3	636	[-591, -5903, -4121, -66, 4590]
4	386	[6, -64, 222, -210, -394, -2847, -2369]
4	35	[6, -64, -222, 70, -299, -2092, -4068]
4	36	[6, -64, 222, -210, -394, -2847, -2369]
4	37	[6, -64, 222, -210, -394, -2847, -2369]
4	38	[6, -64, 222, -210, -394, -2847, -2369]
4	39	[6, -64, -222, 70, -299, -2092, -4068]
4	467	[6, -64, 222, -210, -394, -2847, -2369]
4	1494	[6, -64, -222, 70, -299, -2092, -4068]
5	804	[70, -82, 569, -2541, -4428, -3088, -603, -3247, -4714, -1599, -3835, -4108, -2021, -5426]
5	41	[70, -82, 569, -2541, -4428, -3088, -603, -3247, -4714, -1599, -3835, -4108, -2021, -5426]
5	42	[70, -82, 569, -2541, -4428, -3088, -603, -3247, -4714, -1599, -3835, -4108, -2021, -5426]
5	43	[70, -82, 569, -2541, -4428, -3088, -603, -3247, -4714, -1599, -3835, -4108, -2021, -5426]
5	1963	[70, -82, 569, -2541, -4428, -3088, -603, -3247, -4714, -1599, -3835, -4108, -2021, -5426]
5	44	[70, -82, -569, 3892, -2669]
5	46	[70, -82, 569, -2541, -4428, -3088, -603, -3247, -4714, -1599, -3835, -4108, -2021, -5426]
5	2193	[70, -82, -569, 3892, -2669]
5	2390	[70, -82, 569, -2541, -4428, -3088, -603, -3247, -4714, -1599, -3835, -4108, -2021, -5426]
5	31	[70, -82, 569, -2541, -4428, -3088, -603, -3247, -4714, -1599, -3835, -4108, -2021, -5426]
6	2	[70, 675, -1692, -511, -292]
6	2187	[70, 675, -1692, -511, -292]
6	783	[70, -675, -83, -90, -2144, -1891, -2178, -328, -1693, -77, -4222, -3589]
6	48	[-70, 333, -66, -90, -1132, -337, -6051]
6	47	[-70, 333, -66, -90, -1132, -337, -6051]
6	49	[70, 675, -1692, -511, -292]
6	305	[70, 675, -1692, -511, -292]
6	50	[70, -675, -83, -90, -2144, -1891, -2178, -328, -1693, -77, -4222, -3589]
6	51	[70, -675, -83, -90, -2144, -1891, -2178, -328, -1693, -77, -4222, -3589]
6	345	[70, 675, -1692, -511, -292]
6	1435	[70, -675, -83, -90, -2144, -1891, -2178, -328, -1693, -77, -4222, -3589]
7	2392	[-18, -4154, -4816, -2351, -6709, -4423, 6445, 4707]
7	2375	[-18, -4154, -4816, 2351, -443, -5751, 2455]
7	158	[-18, 4154, -453, -5725]
7	44	[-18, -4154, -4816, -2351, -6709, 4423]
7	236	[-18, -4154, 4816, -3872]
7	1425	[-18, 4154, -453, -5725]
7	55	[-18, 4154, -453, -5725]
7	56	[-18, -4154, -4816, 2351, -443, 5751]
7	57	[-18, -4154, -4816, 2351, -443, 5751]
7	59	[-18, -4154, -4816, -2351, 6709]
7	2391	[-18, -4154, 4816, -3872]
8	64	[-961, -3268, -1704, -2690, 512, 5774]
8	65	[961, -14, 66, -359, -976, -6003, -4188, -4109, -5228]
8	66	[961, -14, 66, -359, -976, -6003, -4188, -4109, -5228]
8	67	[-961, -3268, 1704, 2144, -2556]
8	321	[961, -14, 66, -359, -976, -6003, -4188, -4109, -5228]
8	69	[961, -14, 66, -359, -976, -6003, -4188, -4109, -5228]
8	50	[961, -14, 66, -359, -976, -6003, -4188, -4109, -5228]
8	211	[961, -14, 66, -359, -976, -6003, -4188, -4109, -5228]
8	1080	[-961, 3268, -123, -1530]
8	221	[961, -14, 66, -359, -976, -6003, -4188, -4109, -5228]
8	61	[-961, -3268, 1704, 2144, -2556]
8	62	[-961, 3268, -123, 1530]
8	63	[-961, -3268, -1704, 2690, -187]
9	32	[569, 1933, 961, -1124, -338]
9	6	[569, 1933, 961, -1124, -338]
9	7	[569, 1933, 961, -1124, -338]
9	71	[569, -1933, 2691]
9	74	[-569, -1150, -66, -3282, -3281, 5791, 7665, -5789]
9	42	[569, 1933, 961, -1124, -338]
9	75	[-569, 1150, 1166]
9	651	[-569, -1150, -66, -3282, 3281, -5476, -1071]
9	76	[-569, -1150, -66, 3282, -6087]
9	77	[569, 1933, 961, -1124, -338]
9	604	[-569, 1150, 1166]
10	8	[-31, 3806, -147, -92]
10	80	[-31, 3806, -147, -92]
10	81	[-31, 3806, -147, -92]
10	177	[-31, -3806, -4314, 5082]
10	83	[-31, -3806, 4314]
10	181	[-31, -3806, -4314, -5082, 7665, -5790]
10	1213	[-31, 3806, -147, -92]
10	254	[-31, -3806, 4314]
11	519	[-3247, 1766, 32, -1464]
11	8	[3247, 569, -3254]
11	85	[-3247, 1766, 32, -1464]
11	86	[-3247, -1766, 281]
11	88	[-3247, -1766, -281, 5968, -1086]
11	2393	[3247, 569, -3254]
11	636	[3247, 569, -3254]
12	227	[18, -1615, 70, 531]
12	2394	[18, 1615, -1434]
12	1327	[18, 1615, -1434]
12	337	[18, -1615, 70, 531]
12	308	[18, 1615, -1434]
12	89	[-18, 6087]
12	90	[18, -1615, 70, -531, 72, -1507, -88, 14, -2078, -6627]
12	91	[18, -1615, 70, -531, 72, -1507, -88, 14, -2078, -6627]
13	96	[-5818, -77, -5309, -568, 497]
13	99	[-5818, -77, -5309, -568, -497, 4114, -6861]
13	100	[-5818, -77, -5309, 568, 335, -1164]
13	8	[-5818, -77, 5309, -596]
13	105	[-5818, -77, -5309, 568, 335, -1164]
13	2121	[-5818, -77, 5309, -596]
13	109	[5818, -3678]
13	2037	[5818, -3678]
14	38	[-1139, -2380, 123, -64, 31, -352, -394, -4248, -228]
14	7	[1139, -823, 1036, -5207, -216]
14	103	[-1139, 2380]
14	73	[1139, -823, 1036, -5207, -216]
14	105	[1139, -823, 1036, -5207, -216]
14	138	[-1139, 2380]
14	12	[-1139, -2380, 123, -64, 31, -352, -394, -4248, -228]
14	308	[1139, -823, 1036, -5207, -216]
15	197	[-5818, -3966, -66, 3282]
15	1929	[5818, 51]
15	106	[5818, 51]
15	108	[-5818, -3966, -66, -3282, -4877, 6394]
15	109	[5818, 51]
15	19	[-5818, 3966, 1433, -5282]
15	278	[-5818, 3966, 1433, -5282]
15	2395	[-5818, -3966, -66, -3282, 4877]
16	96	[90, -3251, -7129, -3875, 4233]
16	8	[90, 3251, -7545, -1141]
16	202	[90, 3251, -7545, -1141]
16	112	[90, 3251, -7545, -1141]
16	113	[90, -3251, -7129, 3875]
16	114	[90, 3251, -7545, -1141]
16	116	[90, -3251, 7129]
16	1144	[90, -3251, 7129]
17	121	[742, -335, -2108, -1152, -5696, 394, -1284]
17	8	[742, -335, -2108, -1152, -5696, 394, -1284]
17	50	[-742, 2341, 70, -73]
17	54	[742, -335, -2108, -1152, 5696]
17	119	[742, -335, -2108, -1152, 5696]
17	120	[742, -335, -2108, -1152, -5696, 394, -1284]
17	246	[-742, 2341, 70, -73]
17	122	[742, -335, -2108, -1152, 5696]
18	128	[-5850, 2488, 595, -2477, -2709, -1955]
18	129	[5850, -6, -2867]
18	130	[5850, -6, -2867]
18	1522	[-5850, 2488, 595, -2477, -2709, -1955]
18	248	[-5850, -2488, 4128]
18	124	[5850, -6, -2867]
18	125	[5850, -6, -2867]
18	127	[5850, -6, -2867]
19	131	[-3253, -4445, -66, -2256, 3257, -3474]
19	132	[-3253, 4445, 49]
19	133	[-3253, -4445, -66, 2256]
19	134	[-3253, -4445, -66, -2256, -3257, 5789, -5791, -5790]
19	135	[3253, -4388]
19	8	[3253, -4388]
19	637	[3253, -4388]
19	414	[-3253, 4445, 49]
20	768	[2493, -18, -1863]
20	128	[2493, -18, -1863]
20	2	[-2493, 2105, 352]
20	6	[-2493, -2105, 609, -123, -176, 82, -2078]
20	137	[-2493, 2105, 352]
20	138	[-2493, -2105, 609, -123, -176, 82, -2078]
20	1393	[2493, -18, -1863]
21	140	[1164, -47, 6371]
21	141	[1164, -47, -6371, 31, -2618, -44, -333, -651]
21	143	[1164, -47, -6371, 31, -2618, -44, -333, -651]
21	722	[1164, -47, -6371, 31, -2618, -44, -333, -651]
21	50	[1164, -47, 6371]
21	19	[1164, -47, 6371]
21	1145	[-1164, 597, 301]
21	2398	[-1164, 597, 301]
22	2400	[2580, -1164, -2849, -100]
22	515	[-2580, 5944, -917]
22	106	[-2580, 5944, -917]
22	146	[2580, -1164, -2849, -100]
22	147	[2580, -1164, -2849, -100]
22	148	[-2580, -5944, 6731, -66]
22	149	[-2580, -5944, -6731, 24, -79, -12]
22	121	[2580, -1164, -2849, -100]
22	734	[-2580, -5944, -6731, 24, -79, -12]
22	2399	[-2580, -5944, 6731, -66]
23	128	[-2381, 394, 471]
23	2401	[-2381, 394, -471, 867]
23	595	[-2381, 394, 471]
23	151	[2381, -147, -1062]
23	152	[2381, -147, -1062]
23	153	[2381, -147, -1062]
23	154	[2381, -147, -1062]
24	70	[1052, -77, -608, -335, -2280, -7541, -6290, -121]
24	155	[1052, -77, -608, -335, -2280, -7541, -6290, -121]
24	50	[1052, -77, -608, -335, -2280, -7541, -6290, -121]
24	19	[1052, -77, -608, -335, -2280, -7541, -6290, -121]
24	1499	[-1052, 5249]
24	156	[1052, -77, -608, -335, -2280, -7541, -6290, -121]
25	160	[-133, 4518, -1931]
25	161	[-133, -4518, -5135, 6662, -6660]
25	162	[-133, -4518, -5135, 6662, -6660]
25	163	[-133, -4518, 5135]
25	6	[-133, 4518, -1931]
25	523	[-133, 4518, -1931]
25	185	[-133, -4518, 5135]
25	159	[-133, -4518, -5135, -6662, 292]
26	162	[898, -1251, -988, -386, -606, -1851]
26	163	[-898, -359, 115, 66, -18, -4657]
26	66	[898, -1251, -988, -386, -606, -1851]
26	6	[898, -1251, -988, -386, -606, -1851]
26	167	[-898, 359, -72, -118, -47, -4558, 4184]
26	199	[-898, -359, 115, 66, -18, -4657]
26	169	[-898, 359, -72, -118, -47, 4558]
26	42	[898, -1251, -988, -386, -606, -1851]
26	171	[-898, 359, -72, -118, -47, -4558, -4184, 2192]
26	651	[-898, -359, -115, 424, 3281, -3940]
26	341	[-898, 359, -72, -118, -47, 4558]
26	53	[898, -1251, -988, -386, -606, -1851]
26	507	[-898, 359, -72, -118, -47, 4558]
