user	item	feature_path
1	1	[-961, 397]
1	3	[-961, 397]
1	5	[961]
1	6	[961]
1	7	[961]
1	8	[961]
1	245	[-961, -397, 1791, -186]
1	281	[-961, 397]
1	187	[961]
1	477	[-961, -397, 1791, -186]
1	799	[-961, -397, 1791, -186]
2	331	[1597]
2	11	[1597]
2	12	[-1597, 123, -1347]
2	334	[-1597, -123, 6827]
2	14	[1597]
2	15	[1597]
2	16	[1597]
2	177	[-1597, 123, -1347]
2	1371	[1597]
3	8	[70, -697, -7062]
3	394	[-70, -4502, -3128, 3616]
3	17	[70, -697, -7062]
3	145	[70, -697, -7062]
3	18	[-70, -4502, -3128, -3616, 2100]
3	19	[-70, -4502, 3128]
3	20	[-70, 4502]
3	21	[-70, -4502, 3128]
3	23	[-70, 4502]
3	25	[-70, -4502, 3128]
3	26	[-70, -4502, -3128, 3616]
3	668	[70, -697, -7062]
3	28	[-70, 4502]
3	29	[70, -697, -7062]
3	30	[-70, -4502, -3128, -3616, -2100, 1069]
3	31	[70, -697, -7062]
3	32	[70, -697, -7062]
3	455	[-70, -4502, -3128, -3616, -2100, 1069]
3	459	[70, -697, -7062]
3	1365	[70, -697, -7062]
3	353	[-70, -4502, -3128, -3616, 2100]
3	636	[70, -697, -7062]
4	386	[12, -3990, -60]
4	35	[12, -3990, -60]
4	36	[12, -3990, -60]
4	37	[12, -3990, -60]
4	38	[12, -3990, -60]
4	39	[12, -3990, -60]
4	467	[12, -3990, -60]
4	1494	[12, -3990, -60]
5	804	[70, -5433, -1518]
5	41	[70, -5433, -1518]
5	42	[70, -5433, -1518]
5	43	[70, -5433, -1518]
5	1963	[70, -5433, -1518]
5	44	[70, -5433, -1518]
5	46	[70, -5433, -1518]
5	2193	[70, -5433, -1518]
5	2390	[70, -5433, -1518]
5	31	[70, -5433, -1518]
6	2	[961]
6	2187	[-961, 333]
6	783	[961]
6	48	[-961, 333]
6	47	[961]
6	49	[961]
6	305	[961]
6	50	[961]
6	51	[-961, -333, 2828]
6	345	[-961, 333]
6	1435	[-961, -333, 2828]
7	2392	[-18, -3990, -4145, -2351, -968, 5234]
7	2375	[-18, -3990, -4145, 2351]
7	158	[-18, -3990, 4145]
7	44	[-18, -3990, -4145, -2351, -968, -5234, 4428]
7	236	[-18, -3990, -4145, -2351, 968]
7	1425	[-18, -3990, -4145, -2351, -968, 5234]
7	55	[-18, -3990, 4145]
7	56	[-18, -3990, -4145, 2351]
7	57	[-18, -3990, -4145, 2351]
7	59	[-18, -3990, 4145]
7	2391	[-18, -3990, -4145, -2351, 968]
8	64	[-5, -961, -335, -1703, 66]
8	65	[-5, 961]
8	66	[-5, 961]
8	67	[-5, -961, -335, -1703, 66]
8	321	[-5, 961]
8	69	[-5, 961]
8	50	[-5, 961]
8	211	[-5, 961]
8	1080	[-5, -961, -335, -1703, -66, 584]
8	221	[-5, 961]
8	61	[-5, -961, -335, -1703, 66]
8	62	[-5, -961, -335, -1703, -66, 584]
8	63	[-5, -961, -335, -1703, 66]
9	32	[1933]
9	6	[1933]
9	7	[1933]
9	71	[-1933, -16, -403, -534]
9	74	[-1933, -16, -403, -534]
9	42	[1933]
9	75	[-1933, -16, -403, -534]
9	651	[-1933, -16, -403, -534]
9	76	[-1933, -16, -403, 534, 3282]
9	77	[1933]
9	604	[-1933, -16, -403, -534]
10	8	[1651]
10	80	[-1651, -133, -1145, -1488]
10	81	[1651]
10	177	[1651]
10	83	[-1651, -133, -1145, -1488]
10	181	[-1651, -133, -1145, -1488]
10	1213	[-1651, -133, -1145, -1488]
10	254	[1651]
11	519	[-3247, 1766]
11	8	[3247]
11	85	[-3247, 1766]
11	86	[-3247, -1766, 1029]
11	88	[-3247, -1766, -1029, 4399]
11	2393	[3247]
11	636	[3247]
12	227	[-44, -206, 4883]
12	2394	[44]
12	1327	[-44, 206]
12	337	[44]
12	308	[44]
12	89	[-44, -206, -4883, 6087]
12	90	[44]
12	91	[-44, 206]
13	96	[-359, -157, -2779]
13	99	[-359, -157, -2779]
13	100	[-359, -157, -2779]
13	8	[-359, -157, -2779]
13	105	[-359, -157, -2779]
13	2121	[-359, -157, -2779]
13	109	[-359, -157, -2779]
13	2037	[-359, -157, -2779]
14	38	[-976, -2380, 51, -1662]
14	7	[976]
14	103	[-976, 2380]
14	73	[976]
14	105	[976]
14	138	[-976, 2380]
14	12	[-976, -2380, 51, -1662]
14	308	[976]
15	197	[-1356, -961, -83, -5403, -7665]
15	1929	[1356]
15	106	[1356]
15	108	[-1356, -961, -83, -5403, -7665]
15	109	[1356]
15	19	[-1356, 961]
15	278	[-1356, 961]
15	2395	[1356]
16	96	[-838, 90, -305]
16	8	[-838, 90, -305]
16	202	[-838, 90, -305]
16	112	[-838, 90, -305]
16	113	[-838, 90, -305]
16	114	[-838, 90, -305]
16	116	[-838, 90, -305]
16	1144	[-838, 90, -305]
17	121	[742, -351]
17	8	[742, -351]
17	50	[-742, 2341]
17	54	[742, -351]
17	119	[742, -351]
17	120	[742, -351]
17	246	[-742, 2341]
17	122	[742, -351]
18	128	[-3245, 24]
18	129	[3245]
18	130	[3245]
18	1522	[-3245, 24]
18	248	[-3245, -24, 4128]
18	124	[3245]
18	125	[3245]
18	127	[3245]
19	131	[-838, -3990, -66]
19	132	[-838, -3990, 66, 3181]
19	133	[-838, -3990, -66]
19	134	[-838, -3990, -66]
19	135	[-838, -3990, -66]
19	8	[-838, -3990, -66]
19	637	[-838, -3990, -66]
19	414	[-838, -3990, 66, 3181]
20	768	[313]
20	128	[-313, -2110, 2404]
20	2	[-313, 2110]
20	6	[313]
20	137	[-313, 2110]
20	138	[-313, -2110, 2404]
20	1393	[313]
21	140	[1148]
21	141	[1148]
21	143	[1148]
21	722	[1148]
21	50	[1148]
21	19	[1148]
21	1145	[-1148, 301]
21	2398	[-1148, 301]
22	2400	[2580]
22	515	[-2580, 66, 5934]
22	106	[-2580, -66, 6, 5656]
22	146	[2580]
22	147	[2580]
22	148	[-2580, -66, -6]
22	149	[-2580, -66, -6]
22	121	[2580]
22	734	[-2580, -66, -6]
22	2399	[-2580, -66, -6]
23	128	[-2381, 471]
23	2401	[-2381, -471, 4541]
23	595	[-2381, 471]
23	151	[2381]
23	152	[2381]
23	153	[2381]
23	154	[2381]
24	70	[1052, -2103]
24	155	[1052, -2103]
24	50	[1052, -2103]
24	19	[1052, -2103]
24	1499	[-1052, 2999]
24	156	[1052, -2103]
25	160	[-133, -397, -5789]
25	161	[-133, -397, -5789]
25	162	[-133, -397, -5789]
25	163	[-133, -397, -5789]
25	6	[-133, -397, -5789]
25	523	[-133, -397, -5789]
25	185	[-133, -397, -5789]
25	159	[-133, -397, -5789]
26	162	[-961, 3939]
26	163	[-961, -3939, 267]
26	66	[961]
26	6	[961]
26	167	[961]
26	199	[-961, -3939, -267, 1143]
26	169	[-961, -3939, 267]
26	42	[961]
26	171	[-961, -3939, -267, -1143, 5671]
26	651	[-961, 3939]
26	341	[-961, 3939]
26	53	[-961, 3939]
26	507	[961]
26	158	[-961, -3939, -267, 1143]
27	172	[6]
27	174	[-6, 4550]
27	175	[6]
27	176	[6]
27	278	[6]
27	1465	[6]
28	65	[-394, 591]
28	2	[-394, 591]
28	458	[-394, 591]
28	177	[394]
28	1073	[-394, -591, 4737]
28	305	[394]
28	178	[394]
28	179	[-394, -591, -4737, -4797, 7665]
28	180	[394]
28	1598	[-394, -591, -4737, 4797]
29	160	[-569, 4536]
29	545	[569]
29	66	[569]
29	171	[-569, 4536]
29	113	[-569, 4536]
29	53	[-569, -4536, -6589, -133, -5193, -18]
29	184	[-569, -4536, -6589, -133, -5193, -18]
29	186	[-569, -4536, 6589]
29	187	[569]
29	31	[569]
30	192	[-31, -3990, -64, -171]
30	324	[-31, -3990, -64, -171]
30	231	[-31, -3990, -64, -171]
30	9	[-31, -3990, -64, -171]
30	1135	[-31, -3990, -64, -171]
30	188	[-31, -3990, -64, -171]
30	189	[-31, -3990, -64, -171]
30	190	[-31, -3990, -64, -171]
31	192	[-118, -157, -90, -1356, -4051]
31	193	[-118, 157]
31	1442	[-118, 157]
31	196	[-118, 157]
31	197	[-118, -157, -90, -1356, -4051]
31	5	[-118, -157, -90, -1356, -4051]
31	198	[-118, 157]
31	211	[-118, 157]
31	1334	[-118, -157, -90, -1356, -4051]
31	441	[-118, -157, -90, -1356, -4051]
32	227	[1052]
32	200	[1052]
32	201	[-1052, -1933, 4280]
32	202	[-1052, 1933]
32	141	[1052]
32	463	[-1052, 1933]
32	112	[-1052, 1933]
32	401	[1052]
32	19	[1052]
33	515	[18]
33	391	[-18, 3914]
33	105	[18]
33	203	[18]
33	205	[18]
33	206	[18]
33	207	[18]
33	147	[18]
33	94	[-18, -3914, 3942]
34	2403	[-109, 446, -843]
34	197	[-109, -446, -1888, 3282]
34	422	[-109, 446, -843]
34	77	[-109, 446, -843]
34	208	[109]
34	209	[109]
34	210	[-109, 446, -843]
34	211	[-109, -446, 1888]
34	212	[109]
34	2293	[109]
35	768	[133, 909]
35	2405	[-133, -67, -443]
35	70	[-133, -67, -443]
35	5	[-133, -67, -443]
35	358	[-133, -67, -443]
35	213	[133, 909]
35	214	[-133, -67, -443]
35	216	[-133, -67, -443]
35	217	[-133, -67, -443]
35	218	[-133, -67, -443]
35	219	[-133, -67, -443]
36	288	[961]
36	482	[961]
36	612	[-961, -2032, 1416]
36	206	[-961, 2032]
36	187	[961]
36	220	[961]
36	221	[961]
36	222	[-961, 2032]
37	224	[6]
37	225	[-6, -110, -4587, 5790]
37	128	[6]
37	227	[-6, 110]
37	228	[6]
37	1796	[-6, -110, 4587]
37	1224	[-6, 110]
37	88	[6]
37	189	[-6, -110, -4587, -5790, 7665]
38	96	[1433]
38	231	[-1433, 1130]
38	1354	[-1433, 1130]
38	111	[-1433, -1130, 394]
38	113	[-1433, -1130, 394]
38	82	[1433]
38	949	[1433]
38	312	[-1433, 1130]
38	829	[1433]
38	63	[-1433, -1130, -394, 2081]
39	70	[64]
39	1095	[64]
39	1159	[64]
39	233	[64]
39	235	[64]
39	236	[64]
39	237	[64]
39	626	[64]
39	61	[-64, 7156]
40	3	[-1449, 267]
40	99	[-1449, -267, -2092, -4704, -4214, -2157, -3040, -2819, 466]
40	6	[-1449, 267]
40	43	[-1449, -267, -2092, -4704, 4214]
40	171	[-1449, -267, 2092]
40	1708	[-1449, -267, -2092, 4704]
40	239	[-1449, -267, -2092, -4704, -4214, 2157]
40	241	[-1449, -267, -2092, -4704, 4214]
40	242	[-1449, -267, 2092]
40	243	[-1449, 267]
40	244	[-1449, -267, 2092]
40	245	[-1449, -267, -2092, -4704, -4214, 2157]
40	597	[-1449, -267, -2092, -4704, -4214, -2157, 3040]
40	247	[-1449, -267, -2092, -4704, -4214, -2157, 3040]
40	1496	[-1449, -267, -2092, 4704]
40	27	[-1449, -267, -2092, -4704, -4214, -2157, -3040, 2819]
41	516	[133, 6102]
41	422	[-133, -53, -66]
41	2407	[-133, -53, -66]
41	248	[-133, -53, 66, 1699]
41	249	[-133, 53]
41	90	[-133, 53]
41	251	[-133, -53, -66]
41	252	[-133, 53]
41	253	[-133, 53]
42	256	[222]
42	257	[-222, 4510]
42	258	[-222, -4510, -77, -31, -569, -109, 127]
42	193	[222]
42	6	[-222, 4510]
42	8	[222]
42	2408	[-222, -4510, -77, -31, -569, 109]
42	460	[-222, -4510, -77, -31, -569, -109, -127, -90, -3259]
42	47	[-222, 4510]
42	305	[-222, -4510, -77, 31]
42	370	[-222, -4510, -77, -31, -569, -109, -127, -90, -3259]
42	212	[-222, -4510, -77, -31, -569, 109]
42	1302	[222]
42	1177	[-222, -4510, -77, 31]
42	1722	[222]
42	251	[-222, -4510, -77, 31]
43	260	[-222, 18, -63]
43	261	[-222, 18, 63, 182]
43	262	[222]
43	11	[222]
43	331	[222]
43	47	[-222, 18, -63]
43	211	[222]
