user	item	feature_path
1	1	[403, -118, -4430, -4916, -1592]
1	3	[-403, 1128]
1	5	[403, -118, -4430, -4916, -1592]
1	6	[403, -118, -4430, -4916, -1592]
1	7	[403, -118, -4430, -4916, -1592]
1	8	[-403, 1128]
1	245	[403, -118, -4430, -4916, -1592]
1	281	[-403, 1128]
1	187	[403, -118, -4430, -4916, -1592]
1	477	[403, -118, -4430, -4916, -1592]
1	799	[-403, -1128, 2750]
2	331	[1597]
2	11	[1597]
2	12	[-1597, 616, -1480]
2	334	[-1597, -616, 4955]
2	14	[1597]
2	15	[1597]
2	16	[1597]
2	177	[-1597, 616, -1480]
2	1371	[1597]
3	8	[1001]
3	394	[-1001, -1655, -4121, -123, -3806, -2092, 5335]
3	17	[-1001, -1655, 4121, -3036]
3	145	[1001]
3	18	[-1001, -1655, -4121, -123, 3806, -4732]
3	19	[-1001, -1655, -4121, -123, 3806, -4732]
3	20	[-1001, -1655, -4121, -123, -3806, -2092, -5335, 4776]
3	21	[-1001, 1655]
3	23	[-1001, 1655]
3	25	[-1001, -1655, -4121, -123, -3806, -2092, -5335, -4776, 6367]
3	26	[-1001, -1655, -4121, -123, -3806, -2092, 5335]
3	668	[-1001, -1655, -4121, -123, 3806, -4732]
3	28	[-1001, 1655]
3	29	[-1001, -1655, -4121, -123, -3806, 2092, 10]
3	30	[-1001, -1655, -4121, -123, -3806, -2092, -5335, 4776]
3	31	[-1001, -1655, 4121, -3036]
3	32	[1001]
3	455	[1001]
3	459	[-1001, -1655, -4121, -123, -3806, 2092, 10]
3	1365	[-1001, -1655, -4121, -123, -3806, 2092, 10]
3	353	[-1001, -1655, 4121, -3036]
3	636	[1001]
4	386	[6, 222]
4	35	[6, -222, 70, -45]
4	36	[6, 222]
4	37	[6, 222]
4	38	[6, 222]
4	39	[6, -222, 70, -45]
4	467	[6, 222]
4	1494	[6, -222, 70, -45]
5	804	[70, -82, -1321, -34, -1193, -465]
5	41	[70, -82, -1321, -34, -1193, -465]
5	42	[70, -82, -1321, -34, -1193, -465]
5	43	[70, -82, -1321, -34, -1193, -465]
5	1963	[70, -82, -1321, -34, -1193, -465]
5	44	[70, -82, -1321, -34, -1193, -465]
5	46	[70, -82, -1321, -34, -1193, -465]
5	2193	[70, -82, -1321, -34, -1193, -465]
5	2390	[70, -82, -1321, -34, -1193, -465]
5	31	[70, -82, -1321, -34, -1193, -465]
6	2	[70, 675]
6	2187	[70, 675]
6	783	[70, -675, -2813, 228]
6	48	[-70, 333, -2735]
6	47	[-70, 333, -2735]
6	49	[70, 675]
6	305	[70, 675]
6	50	[70, -675, -2813, 228]
6	51	[70, -675, 2813]
6	345	[70, 675]
6	1435	[70, -675, 2813]
7	2392	[-18, -4182, -2351, -456, -6705, 6420]
7	2375	[-18, -4182, 2351, -1321]
7	158	[-18, 4182]
7	44	[-18, -4182, -2351, 456]
7	236	[-18, -4182, -2351, 456]
7	1425	[-18, 4182]
7	55	[-18, 4182]
7	56	[-18, -4182, 2351, -1321]
7	57	[-18, -4182, 2351, -1321]
7	59	[-18, -4182, -2351, -456, 6705]
7	2391	[-18, -4182, -2351, -456, -6705, -6420, 391]
8	64	[-961, -3268, -536, 2318]
8	65	[961, -305, -6401]
8	66	[961, -305, -6401]
8	67	[-961, -3268, 536, 1704]
8	321	[961, -305, -6401]
8	69	[961, -305, -6401]
8	50	[961, -305, -6401]
8	211	[961, -305, -6401]
8	1080	[-961, 3268]
8	221	[961, -305, -6401]
8	61	[-961, -3268, 536, 1704]
8	62	[-961, 3268]
8	63	[-961, -3268, -536, -2318, 6003]
9	32	[1933, -456]
9	6	[1933, -456]
9	7	[1933, -456]
9	71	[-1933, 1157, -2750]
9	74	[-1933, -1157, -66, -3939, -3282, 7665]
9	42	[1933, -456]
