user	item	feature_path
40.0	1800026145.0	[191]
40.0	1800119695.0	[191]
45.0	1800233344.0	[192]
45.0	1800067581.0	[192]
46.0	1800230976.0	[80, 134, 157, -193]
46.0	1800020333.0	[80, 134, 157, -193]
46.0	1800025838.0	[80, 134, 157, -193]
46.0	1800018639.0	[-80, 194]
46.0	1800019506.0	[80, 134, 157, -193]
46.0	1800022581.0	[80, 134, 157, -193]
46.0	1800217371.0	[80, 134, 157, -193]
46.0	1800026398.0	[80, 134, 157, -193]
46.0	1800018623.0	[80, 134, 157, -193]
47.0	1800061106.0	[195]
47.0	1800071079.0	[195]
50.0	1800243088.0	[196, -197, -175]
50.0	1802834401.0	[196, -197, -175]
50.0	1800216539.0	[196, -197, -175]
50.0	1800018964.0	[196, -197, -175]
52.0	1800057561.0	[39, -198, -199, 200]
52.0	1800023786.0	[39, -198, -199, 200]
52.0	1800219620.0	[39, -198, -199, 200]
52.0	1800243949.0	[39, -198, -199, 200]
55.0	1800019267.0	[77, 88, -201, -202, -203]
55.0	1800192947.0	[77, 88, -201, -202, -203]
55.0	1800353559.0	[77, 88, -201, 202, 204]
55.0	1800025816.0	[77, 88, -201, -202, -203]
55.0	1800172505.0	[77, 88, -201, -202, -203]
56.0	1800243791.0	[46, 45, -205]
56.0	1800249488.0	[46, 45, -205]
56.0	1802832670.0	[46, 45, -205]
56.0	1800232239.0	[46, 45, -205]
56.0	1800019191.0	[46, 45, -205]
56.0	1808405886.0	[-46, 206]
59.0	1800107656.0	[45, -207, -208, 198, -209, -210]
59.0	1800019594.0	[45, -207, -208, 198, -209, -210]
59.0	1800212880.0	[45, 207, -211]
59.0	1800175507.0	[45, 207, -211]
59.0	1800018710.0	[45, -207, -208, -198, -212, 213, -214]
59.0	1800026231.0	[45, -207, -208, 198, -209, -210]
59.0	1800420000.0	[-45, -62, -15, -63, -215, 216]
59.0	1802761123.0	[-45, -62, 15, 112]
59.0	1800208166.0	[-45, -62, 15, -112, 217, -209, -218, -219]
59.0	1800175532.0	[45, -207, -208, 198, -209, -210]
59.0	1800076081.0	[45, 207, -211]
59.0	1800057265.0	[45, -207, -208, -198, -212, 213, -214]
59.0	1800288820.0	[-45, -62, 15, -112, 217, -209, -218, -219]
59.0	1800023863.0	[-45, -62, 15, -112, 217, -209, -218, -219]
59.0	1800020664.0	[45, -207, -208, -198, -212, 213, -214]
59.0	1800248377.0	[-45, -62, 15, 112]
59.0	1800139450.0	[45, 207, -211]
59.0	1800030906.0	[-45, -62, -15, 63, -220]
59.0	1800023875.0	[45, -207, -208, -198, -212, -213, 221, -222]
59.0	1800353477.0	[45, 207, -211]
59.0	1802816711.0	[45, -207, -208, 198, -209, -210]
59.0	1800353483.0	[-45, -62, -15, 63, -220]
59.0	1800201809.0	[45, -207, -208, -198, -212, -213, 221, -222]
59.0	1800209234.0	[45, -207, -208, -198, -212, -213, -221, 223]
59.0	1800024664.0	[45, -207, -208, 198, -209, -210]
59.0	1800174173.0	[45, -207, -208, -198, -212, 213, -214]
59.0	1800023777.0	[45, -207, -208, -198, -212, -213, 221, -222]
59.0	1800077675.0	[45, -207, -208, 198, -209, -210]
59.0	1800165355.0	[-45, -62, -15, -63, -215, -216, 224]
59.0	1800019187.0	[-45, -62, -15, -63, 215]
59.0	1802822645.0	[-45, -62, 15, 112]
59.0	1800209781.0	[-45, 62, -225, -226]
59.0	1800019191.0	[45, 207, -211]
59.0	1800279802.0	[45, -207, -208, -198, -212, -213, 221, -222]
59.0	1800205053.0	[-45, 62, -225, -226]
59.0	1800208766.0	[-45, 62, -225, -226]
62.0	1800217371.0	[-26, 227]
62.0	1800359873.0	[-26, -227, -72, -186, -228]
62.0	1800062915.0	[26, 229, -230]
62.0	1800019594.0	[26, 229, -230]
62.0	1800119695.0	[26, 229, -230]
62.0	1800082735.0	[26, 229, -230]
62.0	1800379216.0	[26, 229, -230]
62.0	1800161524.0	[26, 229, -230]
62.0	1800022581.0	[26, 229, -230]
62.0	1800060404.0	[26, 229, -230]
62.0	1800121659.0	[26, 229, -230]
62.0	1800026398.0	[26, 229, -230]
63.0	1800340322.0	[29, 154, -231]
63.0	1800228585.0	[29, -154, 232]
63.0	1800021290.0	[29, 154, -231]
63.0	1800103151.0	[29, 154, -231]
63.0	1800182293.0	[29, 154, -231]
